treat,response_wave_ID,exp_1_prompt,meta_OS,age_65,educ,PID,crt,gender,age,polknow,internet_usage,ambivalent_sexism,post_favor_Sanders
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Democrat,0.3333333333333333,Female,24,0.14285714285714285,7,1.8,50
skit,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Female,65,1,5,1,100
skit,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Republican,0.3333333333333333,Female,63,0.5714285714285714,6,2.2,13
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0,Male,66,0.8571428571428571,6,4,82
skit,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Independent,0,Male,61,1,6,3.6,13
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Republican,0.3333333333333333,Male,42,0.42857142857142855,6,3.6,43
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Democrat,0,Female,42,1,7,3,42
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Republican,0.3333333333333333,Male,39,0.2857142857142857,7,3.2,0
skit,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Democrat,0.3333333333333333,Female,91,1,7,2.6,92
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,1,Female,67,0.5714285714285714,7,3.4,0
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0.3333333333333333,Female,64,0.5714285714285714,7,3.6,58
ad,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Female,68,0.5714285714285714,6,1.6,97
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Independent,0.6666666666666666,Male,60,0.8571428571428571,6,2.4,0
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Male,57,0.5714285714285714,6,3.2,0
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Republican,0.3333333333333333,Male,49,1,7,3.6,82
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Republican,0.3333333333333333,Female,58,0.5714285714285714,5,3.6,0
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Male,31,0.42857142857142855,7,3.6,76
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0.3333333333333333,Female,68,0.42857142857142855,6,2.2,40
skit,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Female,66,1,6,4.6,60
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Republican,0.6666666666666666,Female,58,0.8571428571428571,6,2.4,0
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.3333333333333333,Female,68,0.5714285714285714,6,3,0
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Democrat,0.3333333333333333,Male,53,0.5714285714285714,7,3,50
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Female,58,1,7,3.6,0
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.3333333333333333,Female,37,1,7,2,72
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Male,42,0.5714285714285714,6,2.8,72
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.6666666666666666,Female,60,1,7,2,75
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Democrat,0.3333333333333333,Female,69,0.8571428571428571,6,1.6,99
video,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.3333333333333333,Male,66,0.7142857142857143,6,5,0
skit,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Democrat,0.6666666666666666,Male,63,1,6,3,49
ad,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Independent,0,Female,62,1,6,1.4,74
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.6666666666666666,Male,70,0.8571428571428571,6,2.6,82
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0.3333333333333333,Female,41,1,7,3.4,0
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Independent,1,Male,63,1,6,2.2,75
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0,Male,61,1,7,3.8,0
video,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Independent,0.6666666666666666,Female,61,0.7142857142857143,6,2,55
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Female,61,1,6,2.2,100
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Female,84,0.7142857142857143,6,2.8,96
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0,Female,40,0.42857142857142855,6,2.6,65
video,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Republican,0.3333333333333333,Female,77,0.7142857142857143,6,3.4,50
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Republican,0.3333333333333333,Female,69,0.8571428571428571,7,3,0
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.3333333333333333,Female,40,0.2857142857142857,6,1,60
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Male,32,0.5714285714285714,7,4,0
video,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Male,73,1,7,2.2,88
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Female,51,0.7142857142857143,3,3.4,0
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Republican,0.3333333333333333,Female,35,0.42857142857142855,7,3,0
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.6666666666666666,Female,70,1,6,2.6,100
control,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Independent,0.3333333333333333,Male,30,0.8571428571428571,6,4.2,10
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Democrat,0.3333333333333333,Female,36,0.5714285714285714,7,2.6,25
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Male,38,0.7142857142857143,7,3.8,24
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Republican,0.3333333333333333,Female,58,0.8571428571428571,5,3.2,0
video,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0,Female,71,1,6,2,88
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Independent,0,Female,64,0.8571428571428571,6,1.6,80
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0,Male,44,1,6,1.6,62
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0,Male,46,0.5714285714285714,7,1.8,93
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.6666666666666666,Male,32,1,7,2.8,36
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Independent,0.3333333333333333,Male,65,1,6,2.4,83
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0.3333333333333333,Female,72,0.7142857142857143,7,3.4,80
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.3333333333333333,Male,25,0.8571428571428571,6,1.6,25
video,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Republican,0.3333333333333333,Male,75,0.8571428571428571,6,3,0
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.3333333333333333,Female,26,1,7,1.8,11
skit,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Republican,0.6666666666666666,Female,70,1,6,4.2,30
ad,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,1,Male,66,0.5714285714285714,6,3.6,27
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.3333333333333333,Female,70,1,7,2.6,50
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Republican,0,Female,50,0.42857142857142855,7,2.4,50
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.3333333333333333,Female,58,1,6,2.8,65
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Female,85,0.8571428571428571,6,1.6,100
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Independent,0.3333333333333333,Male,70,0.8571428571428571,6,3.2,0
video,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Republican,0.3333333333333333,Female,88,0.5714285714285714,6,4.6,0
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Democrat,0.3333333333333333,Female,53,0.7142857142857143,7,3.4,75
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0.3333333333333333,Female,78,0.5714285714285714,6,2.4,0
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Democrat,0.3333333333333333,Male,35,0.8571428571428571,7,3,75
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0,Male,51,0.2857142857142857,6,3,16
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0.3333333333333333,Female,85,0.8571428571428571,6,3.2,57
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.6666666666666666,Male,47,0.5714285714285714,7,2.6,0
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0,Female,67,0.7142857142857143,7,4.4,100
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Independent,0.6666666666666666,Male,40,0.8571428571428571,7,3,20
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.3333333333333333,Male,68,0.42857142857142855,5,3.8,0
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0,Male,28,0.7142857142857143,7,2,2
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Independent,0,Female,36,0.2857142857142857,6,3,0
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Independent,0,Male,55,1,6,3,92
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0.3333333333333333,Female,70,0.8571428571428571,6,3.4,20
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.3333333333333333,Male,70,1,7,2.8,74
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0,Male,51,0.8571428571428571,7,2.8,23
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.6666666666666666,Female,24,1,7,1.2,50
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Independent,0.3333333333333333,Female,31,0.42857142857142855,6,1.8,58
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0,Male,36,0.42857142857142855,4,3.6,73
ad,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0.3333333333333333,Female,64,0.7142857142857143,6,3.6,0
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Democrat,0.6666666666666666,Female,60,0.8571428571428571,7,1.6,88
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Independent,0.6666666666666666,Female,63,0.7142857142857143,7,3.6,0
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0,Female,41,1,7,2.2,100
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.3333333333333333,Female,60,1,6,1.4,100
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Republican,0.3333333333333333,Female,45,1,6,2.6,0
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Male,59,0.8571428571428571,7,3.8,1
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Republican,0,Male,72,1,7,3,21
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Republican,0.3333333333333333,Female,35,0.2857142857142857,7,1.8,100
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.3333333333333333,Female,24,0.8571428571428571,5,3,50
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0,Female,40,1,6,1.4,83
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.3333333333333333,Male,67,1,6,2.4,0
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Democrat,0.6666666666666666,Female,26,1,7,2.6,55
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Female,74,0.7142857142857143,6,3,60
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0.6666666666666666,Male,30,1,6,3,0
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Democrat,0.3333333333333333,Female,52,0.7142857142857143,7,3.8,24
video,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Independent,0.6666666666666666,Female,69,0.8571428571428571,6,3.6,0
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0,Male,74,1,7,2.6,18
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Democrat,0.3333333333333333,Female,21,0.8571428571428571,7,1.6,0
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0.6666666666666666,Female,74,1,6,3.2,10
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Male,47,0.7142857142857143,7,2.6,91
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0.3333333333333333,Female,64,1,7,3,0
video,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.6666666666666666,Female,62,1,7,3,0
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Democrat,0.3333333333333333,Female,29,0.7142857142857143,6,1.4,30
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0.3333333333333333,Female,51,0.7142857142857143,6,2.8,50
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Male,41,0.8571428571428571,7,3,64
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Democrat,0.3333333333333333,Male,40,1,7,4.2,50
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.3333333333333333,Male,40,1,6,4,82
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.3333333333333333,Male,52,1,7,2,97
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Male,70,1,7,2.6,83
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Independent,0,Male,35,0.42857142857142855,7,2.8,61
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Republican,0,Male,37,0.2857142857142857,7,4.6,90
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0.3333333333333333,Male,70,0.8571428571428571,7,1,70
control,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Republican,0.3333333333333333,Female,44,1,6,4.2,16
control,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Democrat,0.3333333333333333,Female,41,0.8571428571428571,6,1,60
video,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Republican,0.3333333333333333,Female,68,1,7,4.4,50
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Democrat,0.3333333333333333,Male,20,0.42857142857142855,7,3.4,70
ad,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Male,70,0.8571428571428571,5,2.6,80
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Democrat,0,Male,35,0.2857142857142857,7,4.6,68
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Democrat,0.3333333333333333,Male,24,0.8571428571428571,7,2.8,30
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Republican,0,Female,35,1,7,3.2,69
control,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0.6666666666666666,Female,44,0.7142857142857143,7,2.8,31
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.3333333333333333,Female,36,0.2857142857142857,7,4,62
skit,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Female,81,1,7,3.4,0
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Republican,0.3333333333333333,Male,53,1,7,3.4,57
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Republican,0.3333333333333333,Female,40,0.7142857142857143,7,3.6,66
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Republican,0,Male,35,0.2857142857142857,4,3.6,55
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Democrat,0.3333333333333333,Female,39,1,6,2.6,90
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Democrat,0,Other,26,0.7142857142857143,7,1,37
video,SV_0xlqWlOfO10wuYl,info,desktop,>65,Postgraduate,Democrat,0.3333333333333333,Female,68,0.8571428571428571,5,2.6,47
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Independent,0,Male,56,0.8571428571428571,6,3.6,15
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Independent,0,Female,66,1,6,3,62
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Democrat,0.3333333333333333,Male,33,0.7142857142857143,6,4.6,69
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Male,52,1,6,2.8,0
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0.3333333333333333,Male,66,0.8571428571428571,7,1.6,60
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Republican,0.3333333333333333,Female,19,0.2857142857142857,6,3,0
video,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0,Female,67,0.7142857142857143,6,3.8,58
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Republican,0,Female,54,0.8571428571428571,7,2,61
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0,Female,21,0.42857142857142855,6,3,0
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0.3333333333333333,Male,30,0.42857142857142855,6,4.4,91
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Male,40,1,7,3.8,22
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Republican,0.3333333333333333,Male,40,0.42857142857142855,6,4.4,100
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Democrat,0.3333333333333333,Female,76,0.7142857142857143,7,3.8,82
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Independent,0.3333333333333333,Male,38,1,6,3.4,45
skit,SV_0xlqWlOfO10wuYl,control,desktop,>65,Postgraduate,Republican,0,Female,66,0.5714285714285714,5,3.6,9
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Independent,0.3333333333333333,Female,50,0.7142857142857143,7,3,50
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Democrat,0,Female,43,0.8571428571428571,6,1.4,70
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0,Male,28,0.7142857142857143,7,3.4,10
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0,Female,22,0.2857142857142857,7,4.2,20
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0.3333333333333333,Female,71,1,7,3.2,4
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Republican,0.6666666666666666,Female,63,1,6,4,0
video,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0,Female,63,1,6,3.8,0
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Republican,0,Male,24,0.7142857142857143,7,1.6,0
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Republican,0.6666666666666666,Male,44,0.8571428571428571,7,4.4,77
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0,Female,54,0.8571428571428571,6,1.4,100
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Female,35,1,6,1.6,100
ad,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Republican,0.3333333333333333,Female,77,0.7142857142857143,6,3.4,23
control,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Democrat,0.3333333333333333,Male,47,1,6,2.6,55
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Democrat,0,Male,45,0.2857142857142857,5,2.8,37
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Independent,0.3333333333333333,Male,66,1,7,3.2,0
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Female,69,1,7,1,95
audio,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0,Male,66,1,7,2.8,70
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Male,30,1,7,4.2,1
ad,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.3333333333333333,Female,36,0.7142857142857143,7,1.8,50
ad,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Republican,0,Female,39,0.7142857142857143,6,3.2,0
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Democrat,0,Male,36,0.7142857142857143,7,3.6,56
video,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Republican,0.3333333333333333,Male,29,0.8571428571428571,7,2.4,29
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Republican,0.3333333333333333,Male,66,1,6,3.2,0
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Republican,0.3333333333333333,Female,54,0.8571428571428571,7,5,0
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Democrat,0.3333333333333333,Female,52,0.2857142857142857,6,2.8,35
audio,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.3333333333333333,Female,52,0.2857142857142857,6,4,56
control,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Republican,0,Male,43,0.7142857142857143,7,3,5
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Independent,0.6666666666666666,Male,49,1,5,2.6,80
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,Postgraduate,Republican,0.6666666666666666,Female,58,1,6,2,43
skit,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.3333333333333333,Female,32,0.7142857142857143,7,1.6,45
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,High school,Democrat,0.3333333333333333,Male,56,1,7,2.8,59
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Democrat,0.3333333333333333,Male,35,1,7,4.2,25
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Female,67,1,7,2.8,82
control,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Republican,0.3333333333333333,Female,49,0.8571428571428571,6,4,0
control,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Female,72,0.8571428571428571,6,1.8,87
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,High school,Republican,0.3333333333333333,Female,88,0.42857142857142855,6,4,46
skit,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Democrat,0.3333333333333333,Female,57,0.7142857142857143,6,2,70
text,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Republican,0,Female,78,0.7142857142857143,6,3.8,0
text,SV_0xlqWlOfO10wuYl,control,desktop,<=65,High school,Democrat,0.3333333333333333,Female,47,0.8571428571428571,7,2,100
audio,SV_0xlqWlOfO10wuYl,info,desktop,>65,College,Democrat,0.3333333333333333,Male,78,0.8571428571428571,7,1,100
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,Postgraduate,Republican,0.3333333333333333,Male,30,0.8571428571428571,6,2.8,31
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0,Female,64,1,6,1.5,39
video,SV_0xlqWlOfO10wuYl,control,desktop,<=65,College,Independent,0.3333333333333333,Male,59,1,7,1.6,58
text,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Democrat,0.3333333333333333,Female,58,1,7,1.4,100
audio,SV_0xlqWlOfO10wuYl,info,desktop,<=65,College,Republican,0,Male,32,0.14285714285714285,4,4.4,33
video,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0,Female,69,0.8571428571428571,7,1.8,27
text,SV_0xlqWlOfO10wuYl,control,desktop,>65,College,Democrat,0.3333333333333333,Female,69,1,7,2.8,100
control,SV_0xlqWlOfO10wuYl,control,desktop,>65,High school,Democrat,0.6666666666666666,Female,66,1,6,1.6,100
